city,city_en,province,province_en,Longtitude,Latitude,PM2.5,PM10,SO2,NO2,CO,O3,AQI
绍兴,Shao_xing,浙江省,Zhejiang,120.585478,30.036369,41.527,65.179,8.458,30.45,96.13,113.47,61.879
湖州,Hu_zhou,浙江省,Zhejiang,120.094517,30.898964,36.123,60.086,12.926,36.779,106.662,126.16,58.879
嘉兴,Jia_xing,浙江省,Zhejiang,120.763552,30.750975,38.971,62.691,8.719,34.375,106.246,125.092,60.536
台州,Tai_zhou,浙江省,Zhejiang,121.427435,28.662194,28.862,52.607,5.865,22.183,92.811,106.321,48.373
舟山,Zhou_shan,浙江省,Zhejiang,122.213556,29.990912,22.1,39.779,6.725,19.203,90.209,101.149,39.971
金华,Jin_hua,浙江省,Zhejiang,119.653436,29.084639,33.709,54.519,10.369,33.963,94.98,113.141,53.308
衢州,Qu_zhou,浙江省,Zhejiang,118.866597,28.975546,32.894,54.16,8.318,31.275,91.593,106.61,51.999
丽水,Li_shui,浙江省,Zhejiang,119.929573,28.473278,27.516,45.885,6.633,22.424,87.404,103.754,45.998
合肥,He_fei,安徽省,Anhui,117.233443,31.826578,48.229,76.991,6.98,41.673,102.241,118.344,73.928
福州,Fu_zhou,福建省,Fujian,119.30347,26.080429,24.329,47.758,6.818,25.476,97.233,113.366,45.169
厦门,Xia_men,福建省,Fujian,118.096435,24.485407,24.164,45.606,9.126,30.017,87.644,102.701,43.648
南昌,Nan_chang,江西省,Jiangxi,115.864589,28.689455,29.549,64.779,10.71,35.925,88.25,102.902,56.256
济南,Ji_nan,山东省,Shandong,117.126399,36.656554,55.616,114.304,17.685,42.556,119.55,136.731,91.696
青岛,Qing_dao,山东省,Shandong,120.389455,36.072227,34.556,75.103,9.705,33.799,98.35,112.361,64.199
郑州,Zheng_zhou,河南省,Henan,113.631419,34.753439,64.765,118.172,14.587,48.37,109.175,126.289,102.534
武汉,Wu_han,湖北省,Hubei,114.311582,30.598467,47.79,78.078,8.755,45.833,94.372,113.107,73.647
长沙,Chang_sha,湖南省,Hunan,112.945473,28.234889,46.33,64.976,9.92,33.302,97.557,113.31,68.566
广州,Guang_zhou,广东省,Guangdong,113.271431,23.135336,34.504,54.519,9.85,48.49,96.715,125.499,54.087
深圳,Shen_zhen,广东省,Guangdong,114.064552,22.548457,25.247,42.902,7.187,28.155,88.08,104.204,41.699
珠海,Zhu_hai,广东省,Guangdong,113.582555,22.276565,26.514,41.957,6.601,29.112,95.353,112.862,43.793
佛山,Fo_shan,广东省,Guangdong,113.128512,23.027759,33.698,59.463,10.486,39.945,99.049,126.124,54.631
中山,Zhong_shan,广东省,Guangdong,113.399422,22.522315,28.917,45.069,8.609,30.417,92.943,115.247,46.603
江门,Jiang_men,广东省,Guangdong,113.088556,22.584604,30.198,56.034,9.009,33.718,96.876,119.69,52.391
东莞,Dong_guan,广东省,Guangdong,113.75842,23.027308,35.322,51.213,9.782,37.658,102.681,128.049,53.166
惠州,Hui_zhou,广东省,Guangdong,114.423558,23.116359,27.448,47.954,8.33,23.733,96.943,113.494,46.085
肇庆,Zhao_qing,广东省,Guangdong,112.471489,23.052889,37.658,56.779,12.437,34.825,91.977,112.043,56.48
南宁,Nan_ning,广西壮族自治区,Guangxi,108.373451,22.822607,32.957,56.386,10.392,34.303,77.988,92.963,52.182
海口,Hai_kou,海南省,Hainan,110.325525,20.044049,18.043,34.661,5.089,13.305,72.79,85.164,34.416
重庆,Chong_qing,重庆市,Chongqing,106.558434,29.568996,38.203,62.725,9.133,43.475,75.18,93.128,59.459
成都,Cheng_du,四川省,Sichuan,104.081534,30.655822,49.576,80.98,9.16,47.135,93.55,115.564,73.477
贵阳,Gui_yang,贵州省,Guizhou,106.714476,26.60403,31.049,55.179,10.447,24.173,76.772,87.775,50.454
昆明,Kun_ming,云南省,Yunnan,102.852448,24.873998,27.683,53.493,12.781,33.712,82.225,93.942,48.078
拉萨,La_sa,西藏自治区,Tibet,91.120824,29.65004,16.92,47.931,7.026,20.52,103.112,112.382,44.377
西安,Xi_an,陕西省,Shaanxi,108.946466,34.347269,61.532,118.954,14.448,53.819,96.414,117.259,99.394
兰州,Lan_zhou,甘肃省,Gansu,103.840521,36.067235,48.756,125.753,20.822,53.718,103.063,131.825,90.742
西宁,Xi_ning,青海省,Qinghai,101.78445,36.623385,43.123,100.88,19.171,37.623,93.443,107.809,78.57
银川,Yin_chuan,宁夏回族自治区,Ningxia,106.238494,38.49246,40.61,106.853,26.24,35.613,107.315,122.772,81.32
乌鲁木齐,Wu_lu_mu_qi,新疆维吾尔自治区,Xinjiang,87.62444,43.830763,53.988,117.115,10.89,43.735,82.81,96.409,93.108
湘潭,Xiang_tan,湖南省,Hunan,112.950464,27.835702,47.499,72.493,15.994,33.596,93.338,108.754,70.305
株洲,Zhu_zhou,湖南省,Hunan,113.140471,27.833568,43.691,73.057,17.026,32.358,89.097,104.244,65.299
包头,Bao_tou,内蒙古自治区,Inner_Mongoria,109.846544,40.662929,39.98,99.809,22.477,38.114,96.911,110.686,77.555
鄂尔多斯,E_er_duo_si,内蒙古自治区,Inner_Mongoria,109.787443,39.614482,26.281,86.23,12.426,25.19,110.31,120.386,67.096
营口,Ying_kou,辽宁省,Liaoning,122.241575,40.673137,40.222,68.813,11.911,29.003,111.164,124.867,66.112
丹东,Dan_dong,辽宁省,Liaoning,124.361547,40.006409,29.871,50.648,18.587,21.67,82.814,92.923,48.853
盘锦,Pan_jin,辽宁省,Liaoning,122.07749,41.125875,37.077,61.92,21.332,27.212,102.602,114.636,62.643
葫芦岛,Hu_lu_dao,辽宁省,Liaoning,120.843398,40.717364,43.078,75.44,35.83,31.925,100.04,112.115,70.644
泉州,Quan_zhou,福建省,Fujian,118.682446,24.879952,26.074,52.239,9.553,23.886,100.644,119.33,48.713
临沂,Lin_yi,山东省,Shandong,118.363533,35.110671,50.827,106.674,18.821,39.591,110.513,125.516,86.806
德州,De_zhou,山东省,Shandong,116.365557,37.441308,55.069,109.839,15.606,34.259,119.968,134.313,91.743
聊城,Liao_cheng,山东省,Shandong,115.991588,36.462758,61.54,120.76,15.309,38.231,120.535,135.662,97.665
滨州,Bin_zhou,山东省,Shandong,117.977404,37.388196,56.144,94.813,22.523,38.54,121.434,140.494,87.178
淄博,Zi_bo,山东省,Shandong,118.061453,36.819086,56.772,109.585,26.127,41.256,119.251,137.902,89.902
枣庄,Zao_zhuang,山东省,Shandong,117.330542,34.815994,58.403,119.634,19.443,33.98,117.98,135.014,93.508
烟台,Yan_tai,山东省,Shandong,121.454415,37.470038,29.314,68.553,11.597,26.66,103.637,117.11,58.935
潍坊,Wei_fang,山东省,Shandong,119.168378,36.712652,52.316,105.896,17.125,34.272,111.788,127.548,86.065
济宁,Ji_ning,山东省,Shandong,116.593612,35.420177,49.318,103.172,19.35,34.59,117.438,134.14,83.313
泰安,Tai_an,山东省,Shandong,117.094495,36.205858,52.072,101.49,17.62,34.974,110.89,125.424,84.935
日照,Ri_zhao,山东省,Shandong,119.533415,35.422839,41.448,83.261,10.934,33.716,102.141,116.859,71.182
威海,Wei_hai,山东省,Shandong,122.127541,37.516431,26.55,51.839,7.735,18.277,109.963,120.873,49.903
东营,Dong_ying,山东省,Shandong,118.681385,37.439642,47.648,100.006,20.357,34.326,119.533,136.986,82.426
韶关,Shao_guan,广东省,Guangdong,113.603527,24.815881,34.934,51.195,14.649,27.802,93.411,109.612,52.038
汕头,Shan_tou,广东省,Guangdong,116.688529,23.359092,25.845,44.808,11.427,18.808,102.874,117.335,44.286
湛江,Zhan_jiang,广东省,Guangdong,110.365554,21.276723,25.805,39.057,9.221,13.471,96.431,108.293,41.744
茂名,Mao_ming,广东省,Guangdong,110.931543,21.669064,27.034,47.161,12.586,13.276,86.652,99.578,44.933
梅州,Mei_zhou,广东省,Guangdong,116.129537,24.294178,29.553,49.61,7.063,27.424,80.877,95.461,47.818
汕尾,Shan_wei,广东省,Guangdong,115.381553,22.791263,22.417,41.417,9.08,11.761,98.977,110.078,41.317
河源,He_yuan,广东省,Guangdong,114.707446,23.749684,29.167,46.23,8.425,20.379,92.98,107.698,46.241
阳江,Yang_jiang,广东省,Guangdong,111.988489,21.86434,30.534,45.057,8.816,19.454,88.592,100.687,47.468
清远,Qing_yuan,广东省,Guangdong,113.062468,23.68823,38.772,57.205,11.96,37.268,92.997,112.994,58.57
潮州,Chao_zhou,广东省,Guangdong,116.62947,23.662623,28.155,48.083,13.132,16.954,110.04,128.989,47.277
揭阳,Jie_yang,广东省,Guangdong,116.378512,23.55574,34.719,56.797,11.968,23.226,103.696,123.238,54.811
云浮,Yun_fu,广东省,Guangdong,112.051513,22.920912,33.143,53.983,14.777,30.582,77.908,93.327,52.34
玉溪,Yu_xi,云南省,Yunnan,102.55356,24.357711,24.378,54.429,11.455,21.285,84.369,94.297,47.22
菏泽,He_ze,山东省,Shandong,115.487545,35.239407,59.452,121.231,12.988,36.311,117.222,131.841,97.516
大同,Da_tong,黑龙江省,Heilongjiang,124.819377,46.045584,35.523,89.506,29.449,26.96,95.869,107.971,71.567
长治,Zhang_zhi,山西省,Shanxi,113.122559,36.201268,52.773,97.796,20.894,30.049,118.509,132.943,83.735
临汾,Lin_fen,山西省,Shanxi,111.52553,36.093742,68.595,120.264,45.069,39.911,117.319,136.839,104.474
阳泉,Yang_quan,山西省,Shanxi,113.587617,37.862361,59.342,114.052,31.21,43.348,108.402,124.917,92.683
赤峰,Chi_feng,内蒙古自治区,Inner_Mongoria,118.89552,42.261686,31.055,75.721,19.437,26.055,81.011,90.672,61.634
鞍山,An_shan,辽宁省,Liaoning,123.001373,41.115054,40.289,75.997,21.708,33.034,93.129,106.401,66.476
抚顺,Fu_shun,辽宁省,Liaoning,123.964375,41.88597,43.057,74.261,20.794,31.639,96.312,109.983,68.352
本溪,Ben_xi,辽宁省,Liaoning,123.692507,41.492916,33.817,64.414,20.654,29.56,81.94,94.794,57.659
锦州,Jin_zhou,辽宁省,Liaoning,121.132596,41.100931,47.046,79.814,37.631,33.731,95.337,108.211,75.492
吉林,Ji_lin_shi,吉林省,Jilin,126.555635,43.843568,36.274,61.903,15.009,26.701,93.556,104.749,58.905
齐齐哈尔,Qi_qi_ha_er,黑龙江省,Heilongjiang,123.924571,47.359977,28.126,51.868,16.181,18.352,79.092,87.269,50.248
牡丹江,Mu_dan_jiang,黑龙江省,Heilongjiang,129.63954,44.556246,29.307,56.381,6.822,24.407,77.994,89.444,51.893
大庆,Da_qing,黑龙江省,Heilongjiang,125.108658,46.593633,27.109,46.669,12.437,22.103,84.68,94.123,45.967
芜湖,Wu_hu,安徽省,Anhui,118.439431,31.358537,49.911,71.431,11.083,41.023,107.743,126.169,74.736
马鞍山,Ma_an_shan,安徽省,Anhui,118.51358,31.676266,45.094,77.378,15.08,36.723,108.846,126.143,72.077
九江,Jiu_jiang,江西省,Jiangxi,116.007535,29.711341,42.696,71.319,13.089,28.014,91.436,106.037,67.756
洛阳,Luo_yang,河南省,Henan,112.459421,34.624263,60.348,115.371,18.325,41.672,104.566,122.115,95.057
安阳,An_yang,河南省,Henan,114.3995,36.105941,72.556,129.061,20.107,41.706,111.997,127.124,109.789
开封,Kai_feng,河南省,Henan,114.314593,34.802886,64.124,114.003,15.778,33.87,112.21,126.89,102.141
焦作,Jiao_zuo,河南省,Henan,113.248548,35.220963,67.746,125.173,16.818,39.012,113.85,131.205,102.905
平顶山,Ping_ding_shan,河南省,Henan,113.199529,33.772051,63.85,111.723,17.167,35.749,111.219,127.124,96.533
三门峡,San_men_xia,河南省,Henan,111.206533,34.778327,58.611,112.415,14.622,37.718,102.942,118.709,96.006
宜昌,Yi_chang,湖北省,Hubei,111.292549,30.697446,52.003,80.456,10.198,33.281,84.272,101.344,76.593
荆州,Jing_zhou,湖北省,Hubei,112.245523,30.340842,46.417,87.612,16.319,34.382,97.04,111.29,72.86
岳阳,Yue_yang,湖南省,Hunan,113.135489,29.363178,44.017,73.287,9.914,22.742,100.553,114.794,66.475
常德,Chang_de,湖南省,Hunan,111.705452,29.03775,42.971,65.422,10.966,23.945,99.066,112.741,63.645
张家界,Zhang_jia_jie,湖南省,Hunan,110.485533,29.122816,31.403,57.79,6.628,21.219,83.501,97.744,53.58
桂林,Gui_lin,广西壮族自治区,Guangxi,110.203545,25.242886,37.802,55.922,11.989,22.868,85.621,97.69,55.187
北海,Bei_hai,广西壮族自治区,Guangxi,109.126533,21.486836,26.582,46.141,8.751,14.103,91.06,101.65,45.924
柳州,Liu_zhou,广西壮族自治区,Guangxi,109.434422,24.331961,40.586,62.256,14.71,23.374,78.727,90.897,58.861
三亚,San_ya,海南省,Hainan,109.518557,18.258736,15.055,28.856,3.667,11.414,71.095,79.043,29.475
绵阳,Mian_yang,四川省,Sichuan,104.685562,31.473663,45.79,74.966,6.385,30.716,92.043,108.187,68.433
宜宾,Yi_bin,四川省,Sichuan,104.649404,28.758007,50.618,75.414,15.667,34.695,91.144,108.06,72.576
攀枝花,Pan_zhi_hua,四川省,Sichuan,101.725541,26.588033,33.92,61.071,38.549,37.314,90.82,109.254,54.955
泸州,Lu_zhou,四川省,Sichuan,105.448524,28.877668,37.733,59.351,15.029,33.704,80.198,96.595,58.195
自贡,Zi_gong,四川省,Sichuan,104.784449,29.345585,52.607,77.026,13.147,30.355,100.422,118.832,76.034
德阳,De_yang,四川省,Sichuan,104.404419,31.133115,42.391,80.057,8.216,31.701,93.078,109.543,69.282
南充,Nan_chong,四川省,Sichuan,106.117503,30.843783,46.46,72.167,9.362,32.25,94.805,110.313,66.736
遵义,Zun_yi,贵州省,Guizhou,106.933428,27.731701,27.484,46.58,11.957,26.209,75.035,87.064,44.185
曲靖,Qu_jing,云南省,Yunnan,103.802435,25.496407,28.448,50.994,13.632,18.598,83.486,95.055,49.283
咸阳,Xian_yang,陕西省,Shaanxi,108.715422,34.335476,69.029,132.009,16.253,48.81,102.885,122.876,110.847
铜川,Tong_chuan,陕西省,Shaanxi,108.952404,34.902637,48.682,95.387,20.418,35.607,106.166,120.679,80.597
延安,Yan_an,陕西省,Shaanxi,109.496582,36.591111,36.836,92.503,25.445,45.336,94.966,110.44,73.357
宝鸡,Bao_ji,陕西省,Shaanxi,107.244575,34.368916,52.378,103.117,9.453,39.9,92.238,110.797,85.519
渭南,Wei_nan,陕西省,Shaanxi,109.51659,34.505716,59.29,131.609,12.902,48.839,95.397,111.773,100.775
金昌,Jin_chang,甘肃省,Gansu,102.194606,38.52582,24.801,106.098,17.663,14.7,104.305,111.559,75.589
嘉峪关,Jia_yu_guan,甘肃省,Gansu,98.296204,39.77796,28.272,111.163,13.923,25.656,103.218,111.943,77.55
石嘴山,Shi_zui_shan,宁夏回族自治区,Ningxia,106.3906,38.989683,42.101,111.87,39.159,31.118,105.991,120.176,83.624
克拉玛依,Ke_la_ma_yi,新疆维吾尔自治区,Xinjiang,84.895901,45.585675,28.003,66.532,7.267,20.011,89.026,98.632,58.437
库尔勒,Ku_er_lei,新疆维吾尔自治区,Xinjiang,86.181494,41.732373,48.983,172.385,6.664,20.388,87.971,96.009,116.126
寿光,Shou_guang,山东省,Shandong,118.797415,36.861922,54.445,97.685,22.434,33.327,102.361,118.249,83.929
章丘,Zhang_qiu,山东省,Shandong,117.532565,36.685533,53.115,108.856,21.075,35.865,110.746,129.873,87.694
即墨,Ji_mo,山东省,Shandong,120.453536,36.394749,34.274,71.971,10.51,29.787,101.879,117.179,62.125
胶南,Jiao_nan,山东省,Shandong,120.005,35.878,38.288,76.133,10.62,28.824,106.556,121.879,67.088
胶州,Jiao_zhou,山东省,Shandong,120.039535,36.270349,43.553,82.274,15.032,41.729,101.308,120.741,70.733
莱西,Lai_xi,山东省,Shandong,120.524556,36.893956,41.285,75.522,12.222,24.444,103.96,117.409,67.617
平度,Ping_du,山东省,Shandong,119.994414,36.782692,39.262,78.15,12.432,27.988,110.484,128.51,68.838
蓬莱,Peng_lai,山东省,Shandong,120.765562,37.816439,32.567,59.436,9.406,22.699,105.865,119.901,55.615
招远,Zhao_yuan,山东省,Shandong,120.440602,37.361137,32.798,71.138,10.383,24.983,97.006,112.602,60.411
莱州,Lai_zhou,山东省,Shandong,119.948593,37.182637,33.565,83.625,14.556,27.081,99.968,113.063,67.85
荣成,Rong_cheng,山东省,Shandong,122.492505,37.171318,23.931,46.522,9.55,14.637,102.585,111.533,45.254
文登,Wen_deng,山东省,Shandong,122.064428,37.200113,24.061,54.965,6.45,20.386,104.493,114.507,50.034
乳山,Ru_shan,山东省,Shandong,121.546429,36.925177,23.357,50.052,8.582,19.79,109.231,121.046,48.379
吴江,Wu_jiang,江苏省,Jiangsu,120.651567,31.144644,39.466,72.106,10.342,42.52,105.006,122.672,65.125
昆山,Kun_shan,江苏省,Jiangsu,120.987452,31.390863,37.159,63.153,12.3,37.735,109.274,138.331,61.58
常熟,Chang_shu,江苏省,Jiangsu,120.759496,31.659538,43.968,65.902,19.193,38.52,99.555,115.767,65.807
张家港,Zhang_jia_gang,江苏省,Jiangsu,120.561554,31.881141,40.46,81.572,10.994,40.126,103.612,127.103,71.4
太仓,Tai_cang,江苏省,Jiangsu,121.135595,31.464599,37.693,63.425,14.966,41.991,108.546,129.02,60.894
句容,Ju_rong,江苏省,Jiangsu,119.175433,31.950923,52.204,93.822,9.463,40.244,103.759,120.405,82.495
江阴,Jiang_yin,江苏省,Jiangsu,120.370396,31.55485,51.825,81.966,14.75,44.193,101.997,121.299,76.135
宜兴,Yi_xing,江苏省,Jiangsu,119.831606,31.342957,44.287,68.175,15.739,37.44,115.267,135.33,69.133
金坛,Jin_tan,江苏省,Jiangsu,119.604571,31.728893,45.917,75.908,15.138,35.566,119.262,144.105,72.123
溧阳,Li_yang,江苏省,Jiangsu,119.491506,31.422102,45.014,63.905,12.422,33.698,114.33,138.414,67.11
海门,Hai_men,江苏省,Jiangsu,121.188436,31.873612,35.27,57.302,13.486,23.937,106.855,121.218,56.478
临安,Lin_an,浙江省,Zhejiang,119.731517,30.239806,36.337,66.653,7.783,26.587,92.889,106.361,58.789
富阳,Fu_yang,浙江省,Zhejiang,119.966556,30.054723,36.401,67.965,8.66,30.066,90.79,103.568,58.428
义乌,Yi_wu,浙江省,Zhejiang,120.081581,29.31115,34.387,55.526,7.893,35.861,88.281,107.554,51.641
诸暨,Zhu_ji,浙江省,Zhejiang,120.253408,29.714935,36.137,54.138,7.088,27.604,89.735,111.596,54.341
瓦房店,Wa_fang_dian,辽宁省,Liaoning,121.985638,39.632741,39.46,64.822,13.649,25.845,82.716,94.098,62.291
信阳,Xin_yang,河南省,Henan,114.097483,32.153015,53.155,93.258,8.61,26.201,113.911,127.089,81.573
周口,Zhou_kou,河南省,Henan,114.703483,33.631829,58.62,112.114,12.489,29.063,114.28,127.829,96.031
漳州,Zhang_zhou,福建省,Fujian,117.653576,24.51893,33.118,58.806,7.604,28.864,103.543,125.543,53.908
晋城,Jin_cheng,山西省,Shanxi,112.858578,35.496285,60.126,121.349,24.443,38.534,125.694,140.917,98.263
朔州,Shuo_zhou,山西省,Shanxi,112.439371,39.337108,43.444,118.254,33.926,31.726,105.607,117.57,86.917
晋中,Jin_zhong,山西省,Shanxi,112.759595,37.692839,54.265,113.296,36.245,43.219,105.003,121.96,88.466
运城,Yun_cheng,山西省,Shanxi,111.013389,35.032707,60.7,112.217,29.271,30.191,118.206,132.206,94.197
忻州,Xin_zhou,山西省,Shanxi,112.740624,38.422383,50.316,95.638,32.06,42.188,99.49,114.991,82.892
吕梁,Lv_liang,山西省,Shanxi,111.15045,37.524498,51.631,102.0,38.971,43.566,94.06,110.726,83.767
乌海,Wu_hai,内蒙古自治区,Inner_Mongoria,106.800391,39.662006,41.328,119.51,34.51,28.903,108.305,121.838,84.034
通辽,Tong_liao,内蒙古自治区,Inner_Mongoria,122.250522,43.65798,32.417,64.009,13.437,19.06,94.109,103.74,58.164
呼伦贝尔,Hu_lun_bei_er,内蒙古自治区,Inner_Mongoria,119.77237,49.218446,16.533,32.003,3.896,14.225,80.977,87.481,33.947
巴彦淖尔,Ba_yan_nao_er,内蒙古自治区,Inner_Mongoria,107.394398,40.749359,34.507,98.134,13.621,21.715,103.59,113.826,72.895
乌兰察布,Wu_lan_cha_bu,内蒙古自治区,Inner_Mongoria,113.139468,41.000748,26.252,62.618,22.923,24.693,108.215,118.032,54.803
兴安盟,Xing_an_meng,内蒙古自治区,Inner_Mongoria,122.044365,46.088464,20.344,39.524,7.539,12.304,83.994,91.086,39.873
锡林郭勒盟,Xi_lin_guo_lei_meng,内蒙古自治区,Inner_Mongoria,116.054391,43.939423,16.786,69.791,18.911,11.874,94.98,102.58,53.46
阿拉善盟,A_la_shan_meng,内蒙古自治区,Inner_Mongoria,105.735377,38.858276,36.794,91.477,10.294,10.7,119.714,127.36,71.365
阜新,Fu_xin,辽宁省,Liaoning,121.676408,42.028022,37.265,70.037,27.749,23.405,100.188,111.009,66.011
辽阳,Liao_yang,辽宁省,Liaoning,123.243366,41.274161,39.215,69.957,21.298,29.086,91.163,104.017,65.006
铁岭,Tie_ling,辽宁省,Liaoning,123.732365,42.229948,40.569,73.706,14.963,28.894,87.029,99.811,67.759
朝阳,Zhao_yang,辽宁省,Liaoning,120.457499,41.579821,39.484,77.464,26.201,23.054,102.977,114.364,69.344
四平,Si_ping,吉林省,Jilin,124.356482,43.171994,38.994,72.14,13.711,27.891,93.506,104.043,64.773
辽源,Liao_yuan,吉林省,Jilin,125.150425,42.894055,35.951,48.859,13.902,25.372,97.017,107.671,53.713
通化,Tong_hua,吉林省,Jilin,125.946606,41.733816,28.433,53.719,15.716,25.923,83.315,95.782,50.286
白山,Bai_shan,吉林省,Jilin,126.42963,41.939627,31.869,59.009,20.399,21.615,83.897,95.336,53.485
松原,Song_yuan,吉林省,Jilin,124.831482,45.147404,28.148,67.63,7.744,16.416,83.792,92.57,58.183
白城,Bai_cheng,吉林省,Jilin,122.845591,45.625504,28.449,53.457,9.691,15.934,89.777,98.111,50.6
延边州,Yan_bian,吉林省,Jilin,129.477376,42.915743,26.974,45.091,10.623,19.954,84.766,95.129,46.999
鸡西,Ji_xi,黑龙江省,Heilongjiang,130.975619,45.300872,33.387,58.615,7.248,21.373,65.61,74.47,54.408
鹤岗,He_gang,黑龙江省,Heilongjiang,130.304433,47.356056,26.749,59.157,11.134,17.598,81.476,89.769,50.928
双鸭山,Shuang_ya_shan,黑龙江省,Heilongjiang,131.165342,46.653186,27.503,50.437,9.5,19.02,81.12,89.609,48.315
伊春,Yi_chun,黑龙江省,Heilongjiang,128.847546,47.733318,20.734,38.438,7.232,15.04,74.748,83.874,38.04
佳木斯,Jia_mu_si,黑龙江省,Heilongjiang,130.327359,46.80569,29.986,49.481,7.541,21.96,78.202,87.49,48.82
七台河,Qi_tai_he,黑龙江省,Heilongjiang,131.011545,45.7763,31.708,70.115,13.372,33.576,89.464,104.095,61.131
黑河,Hei_he,黑龙江省,Heilongjiang,127.53549,50.251272,19.131,40.529,13.934,12.274,76.76,83.937,39.929
绥化,Sui_hua,黑龙江省,Heilongjiang,126.975357,46.660032,35.755,58.066,12.652,17.051,74.553,83.288,54.62
大兴安岭地区,Da_xing_an_ling_di_qu,黑龙江省,Heilongjiang,123.644559,52.510947,14.169,26.565,11.266,7.65,76.653,83.461,29.308
