city,city_en,province,province_en,Longtitude,Latitude,PM2.5,PM10,SO2,NO2,CO,O3,AQI
三门峡,San_men_xia,河南省,Henan,111.206533,34.778327,44.54,89.592,8.099,29.187,98.548,112.036,79.303
宜昌,Yi_chang,湖北省,Hubei,111.292549,30.697446,39.055,60.102,7.201,24.871,83.391,99.989,60.263
荆州,Jing_zhou,湖北省,Hubei,112.245523,30.340842,35.289,68.003,7.658,25.118,88.595,101.438,60.233
岳阳,Yue_yang,湖南省,Hunan,113.135489,29.363178,35.909,55.821,9.278,24.815,92.251,105.702,54.787
常德,Chang_de,湖南省,Hunan,111.705452,29.03775,40.796,53.68,9.066,20.163,91.81,103.702,60.58
张家界,Zhang_jia_jie,湖南省,Hunan,110.485533,29.122816,26.744,44.066,2.27,14.78,69.311,80.295,44.293
桂林,Gui_lin,广西壮族自治区,Guangxi,110.203545,25.242886,28.945,45.667,11.196,19.587,81.377,91.435,45.207
北海,Bei_hai,广西壮族自治区,Guangxi,109.126533,21.486836,23.821,41.945,8.165,12.576,90.986,101.303,42.525
柳州,Liu_zhou,广西壮族自治区,Guangxi,109.434422,24.331961,30.727,47.876,11.501,20.793,80.813,92.438,47.224
三亚,San_ya,海南省,Hainan,109.518557,18.258736,12.028,24.017,3.567,8.284,71.041,77.41,25.246
绵阳,Mian_yang,四川省,Sichuan,104.685562,31.473663,35.014,58.675,8.044,26.573,84.375,100.606,55.443
宜宾,Yi_bin,四川省,Sichuan,104.649404,28.758007,43.752,60.675,8.397,29.358,82.515,98.488,63.904
攀枝花,Pan_zhi_hua,四川省,Sichuan,101.725541,26.588033,30.948,47.377,22.152,29.656,92.372,109.069,48.091
泸州,Lu_zhou,四川省,Sichuan,105.448524,28.877668,40.837,52.603,11.642,27.19,78.711,94.325,58.724
自贡,Zi_gong,四川省,Sichuan,104.784449,29.345585,43.711,67.025,7.837,24.51,89.242,103.975,65.863
德阳,De_yang,四川省,Sichuan,104.404419,31.133115,37.105,64.556,6.449,31.127,86.97,102.399,61.04
南充,Nan_chong,四川省,Sichuan,106.117503,30.843783,36.736,55.736,4.763,20.97,70.747,82.68,54.562
遵义,Zun_yi,贵州省,Guizhou,106.933428,27.731701,23.545,38.567,12.482,18.163,76.11,87.174,38.7
曲靖,Qu_jing,云南省,Yunnan,103.802435,25.496407,22.953,36.609,7.777,16.606,94.157,105.584,38.213
咸阳,Xian_yang,陕西省,Shaanxi,108.715422,34.335476,49.934,100.047,9.86,39.857,88.879,105.295,85.544
铜川,Tong_chuan,陕西省,Shaanxi,108.952404,34.902637,38.041,79.507,10.333,28.512,95.584,109.11,69.57
延安,Yan_an,陕西省,Shaanxi,109.496582,36.591111,32.231,85.204,5.402,33.749,89.713,105.187,64.981
宝鸡,Bao_ji,陕西省,Shaanxi,107.244575,34.368916,41.372,76.923,7.176,27.917,86.014,101.452,69.901
渭南,Wei_nan,陕西省,Shaanxi,109.51659,34.505716,45.628,98.799,11.705,36.518,96.394,112.686,82.599
金昌,Jin_chang,甘肃省,Gansu,102.194606,38.52582,26.435,111.165,16.488,15.0,94.744,101.824,68.645
嘉峪关,Jia_yu_guan,甘肃省,Gansu,98.296204,39.77796,30.262,101.84,14.306,18.609,98.702,105.934,72.623
石嘴山,Shi_zui_shan,宁夏回族自治区,Ningxia,106.3906,38.989683,42.231,113.474,23.763,27.612,101.215,114.017,81.824
克拉玛依,Ke_la_ma_yi,新疆维吾尔自治区,Xinjiang,84.895901,45.585675,23.981,54.78,6.118,22.466,84.399,92.821,51.424
巴音郭楞州,Ba_yin_guo_leng,新疆维吾尔自治区,Xinjiang,86.151714,41.770287,41.27,157.284,4.435,24.556,92.865,101.7,108.645
寿光,Shou_guang,山东省,Shandong,118.797415,36.861922,43.723,86.986,13.7,29.146,95.917,108.911,73.755
章丘,Zhang_qiu,山东省,Shandong,117.532565,36.685533,41.287,95.554,10.069,35.515,113.072,128.317,78.764
即墨,Ji_mo,山东省,Shandong,120.453536,36.394749,34.986,69.583,8.289,26.994,96.697,109.531,63.403
胶南,Jiao_nan,山东省,Shandong,120.005,35.878,33.584,70.267,9.152,25.771,105.601,118.105,63.031
胶州,Jiao_zhou,山东省,Shandong,120.039535,36.270349,33.715,65.903,7.974,33.439,103.028,118.154,60.026
莱西,Lai_xi,山东省,Shandong,120.524556,36.893956,37.571,70.466,11.231,20.734,99.111,111.717,64.084
平度,Ping_du,山东省,Shandong,119.994414,36.782692,36.979,70.578,10.319,25.313,102.703,116.413,63.332
招远,Zhao_yuan,山东省,Shandong,120.440602,37.361137,37.646,65.854,9.114,22.477,95.034,107.754,62.521
莱州,Lai_zhou,山东省,Shandong,119.948593,37.182637,34.551,69.811,10.529,24.077,98.589,111.023,61.668
荣成,Rong_cheng,山东省,Shandong,122.492505,37.171318,18.658,43.12,5.826,16.04,93.96,102.057,41.592
文登,Wen_deng,山东省,Shandong,122.064428,37.200113,19.718,60.582,5.724,17.966,100.242,109.623,46.742
乳山,Ru_shan,山东省,Shandong,121.546429,36.925177,23.623,46.589,6.18,20.85,102.595,112.063,47.33
吴江,Wu_jiang,江苏省,Jiangsu,120.651567,31.144644,27.134,55.751,7.934,33.706,108.957,126.76,53.374
昆山,Kun_shan,江苏省,Jiangsu,120.987452,31.390863,28.197,55.543,7.909,34.726,102.834,120.749,53.175
常熟,Chang_shu,江苏省,Jiangsu,120.759496,31.659538,27.974,50.646,9.297,30.697,107.48,125.754,50.739
张家港,Zhang_jia_gang,江苏省,Jiangsu,120.561554,31.881141,30.314,55.74,8.646,33.726,97.954,114.466,53.646
太仓,Tai_cang,江苏省,Jiangsu,121.135595,31.464599,26.089,49.14,7.719,34.221,101.894,118.421,48.1
句容,Ju_rong,江苏省,Jiangsu,119.175433,31.950923,35.246,62.429,7.823,28.157,108.094,124.04,58.548
江阴,Jiang_yin,江苏省,Jiangsu,120.370396,31.55485,33.314,61.36,9.2,38.617,105.957,123.266,57.643
宜兴,Yi_xing,江苏省,Jiangsu,119.831606,31.342957,28.789,53.174,11.337,31.083,106.357,123.777,51.15
金坛,Jin_tan,江苏省,Jiangsu,119.604571,31.728893,34.891,59.837,8.46,28.774,107.051,123.88,57.744
溧阳,Li_yang,江苏省,Jiangsu,119.491506,31.422102,32.217,56.697,8.149,26.694,97.406,112.723,53.27
海门,Hai_men,江苏省,Jiangsu,121.188436,31.873612,25.689,48.957,8.414,22.786,107.454,121.497,48.636
临安,Lin_an,浙江省,Zhejiang,119.731517,30.239806,27.786,56.31,5.255,33.928,77.104,90.113,51.162
富阳,Fu_yang,浙江省,Zhejiang,119.966556,30.054723,28.309,59.307,4.5,28.949,72.591,86.866,51.861
义乌,Yi_wu,浙江省,Zhejiang,120.081581,29.31115,24.453,48.04,6.752,32.194,81.846,105.632,44.89
诸暨,Zhu_ji,浙江省,Zhejiang,120.253408,29.714935,26.06,44.179,7.786,23.142,85.123,102.501,43.901
瓦房店,Wa_fang_dian,辽宁省,Liaoning,121.985638,39.632741,35.933,56.867,13.267,26.267,34.786,33.667,71.563
信阳,Xin_yang,河南省,Henan,114.097483,32.153015,39.314,69.57,6.81,20.868,97.628,108.628,63.582
周口,Zhou_kou,河南省,Henan,114.703483,33.631829,45.267,82.394,9.198,21.669,96.658,107.38,76.579
漳州,Zhang_zhou,福建省,Fujian,117.653576,24.51893,24.275,46.645,6.298,24.025,98.124,118.176,44.573
晋城,Jin_cheng,山西省,Shanxi,112.858578,35.496285,36.887,91.645,9.65,28.132,111.521,123.581,75.347
朔州,Shuo_zhou,山西省,Shanxi,112.439371,39.337108,34.713,105.201,15.424,28.074,96.311,107.529,76.549
晋中,Jin_zhong,山西省,Shanxi,112.759595,37.692839,39.152,85.906,18.182,30.857,104.152,120.077,71.535
运城,Yun_cheng,山西省,Shanxi,111.013389,35.032707,50.634,100.19,9.73,25.369,110.182,121.609,85.722
忻州,Xin_zhou,山西省,Shanxi,112.740624,38.422383,44.51,98.455,16.074,28.366,94.584,108.62,77.357
吕梁,Lv_liang,山西省,Shanxi,111.15045,37.524498,31.124,112.289,13.253,40.152,90.0,106.854,79.499
乌海,Wu_hai,内蒙古自治区,Inner_Mongoria,106.800391,39.662006,32.298,118.006,22.096,25.069,102.361,115.887,82.545
通辽,Tong_liao,内蒙古自治区,Inner_Mongoria,122.250522,43.65798,29.931,58.262,9.006,20.567,86.105,93.697,53.509
呼伦贝尔,Hu_lun_bei_er,内蒙古自治区,Inner_Mongoria,119.77237,49.218446,17.54,28.994,4.264,12.066,76.388,82.601,31.837
巴彦淖尔,Ba_yan_nao_er,内蒙古自治区,Inner_Mongoria,107.394398,40.749359,31.978,101.807,9.928,15.691,99.482,109.138,75.351
乌兰察布,Wu_lan_cha_bu,内蒙古自治区,Inner_Mongoria,113.139468,41.000748,24.579,64.394,17.218,21.006,95.826,105.587,53.5
兴安盟,Xing_an_meng,内蒙古自治区,Inner_Mongoria,122.044365,46.088464,23.967,36.708,4.774,14.466,77.248,84.179,39.037
锡林郭勒盟,Xi_lin_guo_lei_meng,内蒙古自治区,Inner_Mongoria,116.054391,43.939423,11.036,37.76,9.807,10.457,85.722,91.978,35.592
阿拉善盟,A_la_shan_meng,内蒙古自治区,Inner_Mongoria,105.735377,38.858276,29.455,89.975,6.603,8.306,113.606,119.961,64.322
阜新,Fu_xin,辽宁省,Liaoning,121.676408,42.028022,34.912,68.096,19.314,21.744,90.587,101.27,62.813
辽阳,Liao_yang,辽宁省,Liaoning,123.243366,41.274161,37.463,65.84,14.945,27.623,82.193,94.328,62.378
铁岭,Tie_ling,辽宁省,Liaoning,123.732365,42.229948,34.545,63.592,7.631,25.964,86.829,98.069,60.237
朝阳,Zhao_yang,辽宁省,Liaoning,120.457499,41.579821,32.275,64.088,12.65,20.399,88.063,97.865,58.452
四平,Si_ping,吉林省,Jilin,124.356482,43.171994,28.256,58.204,9.496,25.16,84.634,94.68,53.538
辽源,Liao_yuan,吉林省,Jilin,125.150425,42.894055,32.171,48.328,12.755,19.983,90.094,99.774,50.514
通化,Tong_hua,吉林省,Jilin,125.946606,41.733816,23.466,45.846,16.961,20.614,81.686,92.713,44.454
白山,Bai_shan,吉林省,Jilin,126.42963,41.939627,25.581,57.515,14.802,21.537,79.562,90.802,51.583
松原,Song_yuan,吉林省,Jilin,124.831482,45.147404,23.774,46.49,6.209,17.862,83.102,91.245,45.899
白城,Bai_cheng,吉林省,Jilin,122.845591,45.625504,24.008,40.521,9.003,14.419,77.391,84.711,41.218
延边朝鲜族自治州,Yan_bian_chao_xian_zu_zi_zhi_zhou,吉林省,Jilin,129.477376,42.915743,20.647,36.124,9.821,14.934,75.766,85.601,38.47
鸡西,Ji_xi,黑龙江省,Heilongjiang,130.975619,45.300872,28.893,52.873,9.132,28.504,74.804,83.989,51.208
鹤岗,He_gang,黑龙江省,Heilongjiang,130.304433,47.356056,22.713,43.587,8.008,15.248,76.49,84.747,41.564
双鸭山,Shuang_ya_shan,黑龙江省,Heilongjiang,131.165342,46.653186,26.121,43.521,9.047,14.846,77.912,85.766,43.874
伊春,Yi_chun,黑龙江省,Heilongjiang,128.847546,47.733318,22.752,33.32,8.628,13.54,70.678,78.556,36.901
佳木斯,Jia_mu_si,黑龙江省,Heilongjiang,130.327359,46.80569,28.835,45.59,7.479,20.948,75.011,83.884,46.811
七台河,Qi_tai_he,黑龙江省,Heilongjiang,131.011545,45.7763,29.209,50.752,11.57,23.95,80.981,92.085,50.416
黑河,Hei_he,黑龙江省,Heilongjiang,127.53549,50.251272,15.369,25.92,6.534,11.975,71.138,78.35,28.974
绥化,Sui_hua,黑龙江省,Heilongjiang,126.975357,46.660032,33.138,50.355,8.722,16.551,79.187,87.388,52.666
大兴安岭地区,Da_xing_an_ling_di_qu,黑龙江省,Heilongjiang,123.644559,52.510947,15.926,22.165,8.251,11.052,75.755,83.041,29.343
